"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g005874_1_000005","g005874_1","bphC","Manganese-dependent 2%2C3-dihydroxybiphenyl 1%2C2-dioxygenase",90,5,74,1.01,1,2,0,1,0,1,75,"Manganese-dependent 2%2C3-dihydroxybiphenyl 1%2C2-dioxygenase(74):hypothetical protein(1)","bphC(74):NA(1)",900,900,900,5112,6,"F2_5_02170","CG56_00123","T268_95_02060","BM37_95_01735","AV25_95_02070","CG78_00297","CG78b_00432","CG678_00432","CG1103_01822","SF93_01859","V80_94_00436","AS1H41_00436","CG98_00255","NW221_00057","RF21_01740","T17_01541","S4_03755","Sz1b_00433","CG81_00504;CG81_05547","CG474_00407","CG967_02571","CG1118_03451"
"g007439_1_000004","g007439_1",NA,"hypothetical protein",80,6,74,1.01,1,2,0,1,0,1,75,"hypothetical protein(75)","NA(75)",774,1068,812.4,5112,7,"F2_5_02171","CG56_00122","T268_95_02061","BM37_95_01736","AV25_95_02071","CG78_00296","CG78b_00433","CG678_00433","CG1103_01821","SF93_01858","V80_94_00437","AS1H41_00437","CG98_00254","NW221_00058","RF21_01741","T17_01540","S4_03756","Sz1b_00434","CG81_00503;CG81_05546","CG474_00406","CG967_02570","CG1118_03452"
"g005177_1_000003","g005177_1",NA,"Ureidoglycolate lyase",80,12,74,1.01,1,2,0,1,0,1,75,"Ureidoglycolate lyase(75)","NA(75)",747,903,864.84,5112,8,"F2_5_02172","CG56_00121","T268_95_02062","BM37_95_01737","AV25_95_02072","CG78_00295","CG78b_00434","CG678_00434","CG1103_01820","SF93_01857","V80_94_00438","AS1H41_00438","CG98_00253","NW221_00059","RF21_01742","T17_01539","S4_03757","Sz1b_00435","CG81_00502;CG81_05545","CG474_00405","CG967_02569","CG1118_03453"
"g003785_1_000011","g003785_1",NA,"hypothetical protein",80,5,74,1.03,1,2,0,2,0,2,76,"hypothetical protein(76)","NA(76)",852,852,852,5113,1,"F2_5_02277","CG56_00016","T268_95_02169","BM37_95_01843","AV25_95_02177","CG78_00190","CG78b_00539","CG678_00539","CG1103_04593","SF93_01750","V80_94_00543","AS1H41_00543","CG98_00148","NW221_04278","RF21_04329","T17_04424","S4_03864","Sz1b_00540","CG81_00395","CG474_00300","CG967_02462","CG1118_04709"
"g007362_1_000003","g007362_1","mhpA","3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase",70,8,74,1.03,1,2,0,2,0,2,76,"3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(76)","mhpA(76)",1641,1644,1642.97,5113,2,"F2_5_02278","CG56_00015","T268_95_02170","BM37_95_01844","AV25_95_02178","CG78_00189","CG78b_00540","CG678_00540","CG1103_04592","SF93_01749","V80_94_00544","AS1H41_00544","CG98_00147","NW221_04277","RF21_04328","T17_04423","S4_03865","Sz1b_00541","CG81_00394","CG474_00299","CG967_02461","CG1118_04710"
"g001056","g001056","tnpR","Transposon gamma-delta resolvase",50,41,74,1.08,1,3,0,5,0,6,80,"Transposon gamma-delta resolvase(41):Transposon Tn3 resolvase(26):hypothetical protein(9):DNA-invertase hin(4)","tnpR(67):NA(9):hin(4)",129,867,569.17,5120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01851","CG1118_01243;CG1118_02324;CG1118_02350"
"g005470_000003","g005470",NA,"Arylesterase",80,14,74,1,1,1,0,0,0,0,74,"Arylesterase(74)","NA(74)",819,879,821.43,5122,1,"F2_5_02680","CG56_01169","T268_95_03108","BM37_95_03590","AV25_95_01379","CG78_01237","CG78b_05120","CG678_05114","CG1103_01434","SF93_03904","V80_94_01826","AS1H41_01826","CG98_03642","NW221_03562","RF21_02495","T17_03607","S4_05496","Sz1b_04494","CG81_02732",NA,"CG967_02990","CG1118_01143"
"g007686_000001","g007686","cpnA","Cyclopentanol dehydrogenase",60,9,74,1,1,1,0,0,0,0,74,"Cyclopentanol dehydrogenase(74)","cpnA(74)",765,780,768.2,5125,1,"F2_5_01447","CG56_02597","T268_95_01525","BM37_95_01100","AV25_95_01197","CG78_01637","CG78b_05360","CG678_05360","CG1103_01315","SF93_01080","V80_94_01639","AS1H41_01639","CG98_02827","NW221_01036","RF21_01256","T17_02024","S4_04315","Sz1b_01672","CG81_02911","CG474_01430",NA,NA
"g022665","g022665",NA,"hypothetical protein",50,2,74,1,1,1,0,0,0,0,74,"hypothetical protein(74)","NA(74)",684,759,700.22,5127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_01961",NA,NA,NA,NA,NA,NA,"CG474_01160","CG967_02752","CG1118_03718"
"g000567","g000567",NA,"hypothetical protein",50,53,74,1.26,1,3,0,17,0,19,93,"hypothetical protein(93)","NA(93)",927,1077,1020.32,5133,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02696;CG967_04783","CG1118_03009;CG1118_03635"
"g000007_2_000002","g000007_2","ropA","Outer membrane protein IIIA",70,25,74,1.09,1,3,0,4,0,7,81,"Outer membrane protein IIIA(62):Porin Omp2b(9):Porin Omp2a(7):hypothetical protein(3)","ropA(62):omp2b(9):omp2a(7):NA(3)",282,1110,1023.59,5136,1,"F2_5_00848","CG56_03409","T268_95_01429","BM37_95_00997","AV25_95_02789","CG78_02135","CG78b_01898","CG678_01896","CG1103_00444","SF93_05362","V80_94_00946","AS1H41_00946","CG98_01711","NW221_04374","RF21_05130","T17_00950","S4_01128","Sz1b_01994","CG81_05012","CG474_04303","CG967_01322","CG1118_01708"
"g005018","g005018","hisQ","Histidine transport system permease protein HisQ",50,15,74,1.01,1,2,0,1,0,1,75,"Histidine transport system permease protein HisQ(73):Octopine transport system permease protein OccQ(1):Arginine ABC transporter permease protein ArtQ(1)","hisQ(73):artQ(1):occQ(1)",660,693,675.08,5141,1,NA,"CG56_01740","T268_95_01206","BM37_95_01210","AV25_95_01144","CG78_00940","CG78b_05307","CG678_05304","CG1103_02315",NA,"V80_94_01586","AS1H41_01586","CG98_04551","NW221_01171",NA,NA,NA,"Sz1b_01002","CG81_04442",NA,NA,NA
"g005317_000001","g005317","mdtA","Multidrug resistance protein MdtA",60,14,74,1.01,1,2,0,1,0,1,75,"Multidrug resistance protein MdtA(71):Macrolide export protein MacA(4)","mdtA(71):macA(4)",1095,1173,1130.24,5142,1,"F2_5_01253","CG56_04604","T268_95_02856","BM37_95_03338","AV25_95_04155","CG78_01475","CG78b_04897","CG678_04891","CG1103_00757","SF93_04138","V80_94_04852","AS1H41_04852","CG98_04674","NW221_03785","RF21_02745","T17_03859;T17_05842","S4_05246","Sz1b_04717","CG81_03342",NA,"CG967_03230","CG1118_04972"
"g006355_000001","g006355","slmA","Nucleoid occlusion factor SlmA",60,11,74,1,1,1,0,0,0,0,74,"Nucleoid occlusion factor SlmA(50):hypothetical protein(24)","slmA(50):NA(24)",606,771,697.62,5145,1,"F2_5_01424","CG56_02574","T268_95_01502","BM37_95_01077","AV25_95_01174","CG78_01613","CG78b_05336","CG678_05336","CG1103_01339","SF93_01103","V80_94_01616","AS1H41_01616","CG98_03671","NW221_01060","RF21_01279","T17_02047","S4_04292","Sz1b_01696","CG81_02888","CG474_01407","CG967_01799","CG1118_02526"
"g005633_000001","g005633","yhjE","Inner membrane metabolite transport protein YhjE",60,13,74,1,1,1,0,0,0,0,74,"Inner membrane metabolite transport protein YhjE(74)","yhjE(74)",1314,1326,1323.45,5146,1,"F2_5_04504","CG56_02155","T268_95_05038","BM37_95_03813","AV25_95_03370","CG78_03727","CG78b_03486","CG678_03485","CG1103_03138","SF93_02992","V80_94_03264","AS1H41_03264","CG98_05050","NW221_04925","RF21_03122","T17_04617","S4_01665","Sz1b_04352","CG81_02073","CG474_02151","CG967_04856","CG1118_01581"
"g001070_000001","g001070","dpnM","hypothetical protein",60,41,74,1.49,1,4,0,32,0,36,110,"hypothetical protein(57):Modification methylase DpnIIA(53)","NA(57):dpnM(53)",180,846,670.2,5149,1,"F2_5_00166;F2_5_00178","CG56_01571","T268_95_00266;T268_95_00328","BM37_95_02646;BM37_95_02707","AV25_95_00001;AV25_95_02292","CG78_05042","CG78b_02667","CG678_02667","CG1103_05158;CG1103_05215","SF93_02366","V80_94_01987;V80_94_02808","AS1H41_01987;AS1H41_02808","CG98_03853","NW221_01654;NW221_01711","RF21_02368","T17_03336","S4_02449","Sz1b_01170;Sz1b_01227","CG81_03489","CG474_03646;CG474_03702","CG967_00315;CG967_00372","CG1118_04857"
"g005367_000001","g005367","lacF","Lactose transport system permease protein LacF",60,14,73,1,1,1,0,0,0,0,73,"Lactose transport system permease protein LacF(63):sn-glycerol-3-phosphate transport system permease protein UgpA(10)","lacF(63):ugpA(10)",882,966,932.14,5158,1,"F2_5_05178","CG56_03665","T268_95_02399","BM37_95_02073","AV25_95_04874","CG78_04974","CG78b_00768","CG678_00767","CG1103_04364","SF93_01523","V80_94_04499","AS1H41_04499","CG98_00736","NW221_04668","RF21_04102","T17_04197","S4_04092","Sz1b_00768","CG81_00169","CG474_00071","CG967_02235","CG1118_04043"
"g008446_000002","g008446","araQ","L-arabinose transport system permease protein AraQ",70,8,73,1,1,1,0,0,0,0,73,"L-arabinose transport system permease protein AraQ(73)","araQ(73)",843,852,845.59,5158,2,"F2_5_05179","CG56_03664","T268_95_02400","BM37_95_02074","AV25_95_04875","CG78_04973","CG78b_00769","CG678_00768","CG1103_04363","SF93_01522","V80_94_04500","AS1H41_04500","CG98_00735","NW221_04667","RF21_04101","T17_04196","S4_04093","Sz1b_00769","CG81_00168","CG474_00070","CG967_02234","CG1118_04044"
"g006779","g006779","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",50,10,73,1,1,1,0,0,0,0,73,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(61):hypothetical protein(12)","ugpB(61):NA(12)",1311,1362,1339.19,5158,3,"F2_5_05180","CG56_03663","T268_95_02401","BM37_95_02075","AV25_95_04876","CG78_04972","CG78b_00770","CG678_00769","CG1103_04362","SF93_01521","V80_94_04501","AS1H41_04501","CG98_00734","NW221_04666","RF21_04100","T17_04195","S4_04094","Sz1b_00770","CG81_00167","CG474_00069","CG967_02233","CG1118_04045"
"g003892_1_000003","g003892_1",NA,"hypothetical protein",70,18,73,1.08,1,3,1,5,1,6,79,"hypothetical protein(80)","NA(80)",240,1128,1093.09,5162,1,NA,NA,NA,NA,NA,"CG78_01802","CG78b_04482","CG678_04478","CG1103_04241",NA,NA,NA,NA,"NW221_00493",NA,NA,NA,"Sz1b_03526",NA,NA,NA,NA
"g003397_1_000005","g003397_1","rhaS","HTH-type transcriptional activator RhaS",70,20,73,1.03,1,2,0,2,0,2,75,"HTH-type transcriptional activator RhaS(66):hypothetical protein(9)","rhaS(66):NA(9)",252,933,824.8,5165,1,"F2_5_01745","CG56_01767","T268_95_01179","BM37_95_01237","AV25_95_01117","CG78_00967","CG78b_05280","CG678_05277","CG1103_02288","SF93_02349","V80_94_01559","AS1H41_01559","CG98_04027","NW221_01144","RF21_02317","T17_03264","S4_05049","Sz1b_00975","CG81_04549",NA,"CG967_03381","CG1118_04612"
"g000776_000003","g000776",NA,"IS3 family transposase IS426",80,42,73,1.49,1,6,11,19,11,36,109,"IS3 family transposase IS426(87):hypothetical protein(33)","NA(120)",144,942,647.4,5168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05498",NA,NA,NA
"g000759_1_000001","g000759_1",NA,"hypothetical protein",60,47,73,1.23,1,2,0,17,0,17,90,"hypothetical protein(90)","NA(90)",189,513,426.27,5171,1,"F2_5_01578","CG56_01847","T268_95_04937;T268_95_05226","BM37_95_03711;BM37_95_04001","AV25_95_03263","CG78_02561;CG78_02768","CG78b_00951;CG78b_02324","CG678_00950;CG678_02322","CG1103_00018;CG1103_01546","SF93_03095","V80_94_03157","AS1H41_03157","CG98_04943","NW221_03930;NW221_05049","RF21_00908","T17_01241","S4_01562","Sz1b_02420;Sz1b_03470",NA,"CG474_02047","CG967_02025","CG1118_02685;CG1118_04217"
"g002010_1_000001","g002010_1",NA,"hypothetical protein",60,25,73,1.4,1,4,0,17,0,29,102,"hypothetical protein(102)","NA(102)",159,921,344.47,5173,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_04315",NA,NA,"CG98_01922",NA,"RF21_04033","T17_05129","S4_00556;S4_02693;S4_04878;S4_05053",NA,NA,"CG474_01198;CG474_02860","CG967_03377",NA
"g002801","g002801","ppsE","hypothetical protein",50,23,73,1.03,1,2,1,2,1,2,75,"hypothetical protein(74):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE(1):Putative aminoacrylate hydrolase RutD(1)","NA(74):ppsE(1):rutD(1)",417,9603,4366.66,5177,1,"F2_5_01266","CG56_04617","T268_95_02869","BM37_95_03351","AV25_95_04168","CG78_01462","CG78b_04910","CG678_04904","CG1103_00770","SF93_04125","V80_94_04865","AS1H41_04865","CG98_04687","NW221_03772","RF21_02732","T17_03846","S4_05259","Sz1b_04704","CG81_01485;CG81_04470",NA,"CG967_03217","CG1118_04985"
"g000728_000001","g000728",NA,"hypothetical protein",60,49,73,1.27,1,3,0,18,0,20,93,"hypothetical protein(93)","NA(93)",396,705,685.71,5179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02697;CG967_04784","CG1118_03010;CG1118_03634"
"g013125_000003","g013125",NA,"hypothetical protein",80,3,73,1,1,1,1,0,1,0,73,"hypothetical protein(74)","NA(74)",513,1239,1051.38,5182,1,NA,"CG56_01407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005291_2_000010","g005291_2","pchA","4-hydroxybenzaldehyde dehydrogenase (NADP(+))",80,4,72,1,1,1,0,0,0,0,72,"4-hydroxybenzaldehyde dehydrogenase (NADP(+))(72)","pchA(72)",996,1482,1475.25,5184,1,"F2_5_01427","CG56_02577","T268_95_01505","BM37_95_01080","AV25_95_01177","CG78_01616","CG78b_05339","CG678_05339","CG1103_01336","SF93_01100","V80_94_01619","AS1H41_01619","CG98_02807","NW221_01057","RF21_01276","T17_02044","S4_04295","Sz1b_01693","CG81_02891","CG474_01410","CG967_01796","CG1118_02529"
"g011134","g011134","aaeB","p-hydroxybenzoic acid efflux pump subunit AaeB",50,5,72,1,1,1,1,0,1,0,72,"p-hydroxybenzoic acid efflux pump subunit AaeB(72):hypothetical protein(1)","aaeB(72):NA(1)",540,1956,1838.38,5184,2,"F2_5_01426","CG56_02576","T268_95_01504","BM37_95_01079","AV25_95_01176","CG78_01615","CG78b_05338","CG678_05338","CG1103_01337","SF93_01101","V80_94_01618","AS1H41_01618","CG98_03669","NW221_01058","RF21_01277","T17_02045","S4_04294","Sz1b_01694","CG81_02890","CG474_01409","CG967_01797","CG1118_02528"
"g000771_000001","g000771","virB4","Type IV secretion system protein virB4",60,47,72,1.26,1,3,0,17,0,19,91,"Type IV secretion system protein virB4(91)","virB4(91)",951,2547,2444.27,5187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02701;CG967_04788","CG1118_03014;CG1118_03630"
"g005127","g005127","nocT","Nopaline-binding periplasmic protein",50,15,72,1.01,1,2,0,1,0,1,73,"Nopaline-binding periplasmic protein(55):Octopine-binding periplasmic protein(18)","nocT(55):occT(18)",780,852,834.25,5190,1,NA,"CG56_01737","T268_95_01209","BM37_95_01207","AV25_95_01147","CG78_00937","CG78b_05310","CG678_05307","CG1103_02318",NA,"V80_94_01589","AS1H41_01589","CG98_04548","NW221_01174",NA,NA,NA,"Sz1b_01005","CG81_04445",NA,NA,NA
"g004723","g004723","styD","Phenylacetaldehyde dehydrogenase",50,16,72,1,1,1,0,0,0,0,72,"Phenylacetaldehyde dehydrogenase(72)","styD(72)",1500,1563,1514,5197,1,"F2_5_02271","CG56_00022","T268_95_02163","BM37_95_01837","AV25_95_02171","CG78_00196","CG78b_00533","CG678_00533","CG1103_04599","SF93_01756","V80_94_00537","AS1H41_00537","CG98_00154","NW221_04284","RF21_04335","T17_04430","S4_03858","Sz1b_00534","CG81_00401","CG474_00306","CG967_02468","CG1118_04703"
"g005219_000002","g005219","eutC","Ethanolamine ammonia-lyase light chain",70,15,72,1.06,1,2,0,4,0,4,76,"Ethanolamine ammonia-lyase light chain(76)","eutC(76)",744,756,752.61,5198,1,"F2_5_05152","CG56_00386","T268_95_05565","BM37_95_01470","AV25_95_01805","CG78_00564","CG78b_00165","CG678_00165","CG1103_02090","SF93_02124","V80_94_00171","AS1H41_00171","CG98_00520","NW221_01401","RF21_01475","T17_01805","S4_04604","Sz1b_00166","CG81_01652","CG474_00672","CG967_04584","CG1118_00671"
"g004288","g004288","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",50,18,72,1.08,1,2,0,6,0,6,78,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(51):Cyclic-di-GMP-binding biofilm dispersal mediator protein(5):2-(R)-hydroxypropyl-CoM dehydrogenase(3):2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase(3):NAD-dependent glycerol dehydrogenase(3):Oxidoreductase UcpA(3):putative oxidoreductase(2):hypothetical protein(2):Dihydroanticapsin 7-dehydrogenase(2):4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2(2):putative 2%2C4-dienoyl-CoA reductase(1):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(1)","fabG(51):bdcA(5):ucpA(3):dhbA(3):xecD(3):golD(3):fabG2(2):tsaC1(2):bacC(2):NA(2):fadH(1):hcaB(1)",216,1497,763.31,5201,1,"F2_5_02162","CG56_00131","T268_95_02052","BM37_95_01727","AV25_95_02062","CG78_00305","CG78b_00424","CG678_00424","CG1103_01830","SF93_01867","V80_94_00428","AS1H41_00428","CG98_00263","NW221_00049","RF21_01732","T17_01549","S4_03747","Sz1b_00425","CG81_00512","CG474_00415","CG967_01425;CG967_02579","CG1118_03443"
"g000628_000001","g000628",NA,"hypothetical protein",60,50,72,1.26,1,3,0,17,0,19,91,"hypothetical protein(91)","NA(91)",1305,1413,1370.37,5204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02698;CG967_04785","CG1118_03011;CG1118_03633"
"g000553_1_000005","g000553_1","traG","Conjugal transfer protein TraG",80,50,72,1.24,1,3,1,15,1,17,89,"Conjugal transfer protein TraG(84):hypothetical protein(6)","traG(84):NA(6)",534,2046,1949.7,5205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02706;CG967_04793","CG1118_03020;CG1118_03625"
"g000755_000002","g000755",NA,"hypothetical protein",70,48,71,1.24,1,3,0,15,0,17,88,"hypothetical protein(88)","NA(88)",333,483,366.14,5211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02703;CG967_04790","CG1118_03016;CG1118_03628"
"g004760_1_000003","g004760_1",NA,"hypothetical protein",70,7,71,1.01,1,2,0,1,0,1,72,"hypothetical protein(68):ISKra4 family transposase ISAra2(4)","NA(72)",147,1713,429.25,5213,1,NA,NA,"T268_95_01684","BM37_95_01281",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_01523",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000930_1_000001","g000930_1",NA,"hypothetical protein",60,42,71,1.23,1,3,0,14,0,16,87,"hypothetical protein(87)","NA(87)",270,291,278.52,5214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_04803","CG1118_03029;CG1118_03616"
"g000737","g000737",NA,"hypothetical protein",50,48,71,1.23,1,3,0,14,0,16,87,"hypothetical protein(87)","NA(87)",783,1197,1030.31,5215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_04802","CG1118_03028;CG1118_03617"
"g005417_000001","g005417",NA,"hypothetical protein",60,14,71,1.01,1,2,0,1,0,1,72,"hypothetical protein(72)","NA(72)",489,519,496.79,5219,1,"F2_5_05334","CG56_03020","T268_95_02560","BM37_95_02234","AV25_95_05034","CG78_04814","CG78b_00927","CG678_00926","CG1103_01073","SF93_01365","V80_94_04659","AS1H41_04659","CG98_02747","NW221_01785","RF21_01121","T17_01451","S4_04250","Sz1b_01620","CG81_00010","CG474_01491","CG967_02074","CG1118_04203"
"g000954_000002","g000954",NA,"hypothetical protein",70,44,71,1.23,1,3,0,14,0,16,87,"hypothetical protein(87)","NA(87)",171,516,186,5224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4_04754",NA,NA,NA,"CG967_01722",NA
"g000708_000001","g000708",NA,"hypothetical protein",60,49,71,1.28,1,3,0,18,0,20,91,"hypothetical protein(74):Type IV secretion system protein VirB11(16):Putative conjugal transfer protein(1)","NA(91)",270,1071,948.07,5227,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02704;CG967_04791","CG1118_03017;CG1118_03627"
"g003837","g003837","cysC","Adenylyl-sulfate kinase",50,18,71,1.01,1,2,0,1,0,1,72,"Adenylyl-sulfate kinase(54):Bifunctional enzyme CysN/CysC(16):putative adenylyl-sulfate kinase(2)","cysC(56):cysNC(16)",252,1920,900.58,5230,1,"F2_5_00482","CG56_04844","T268_95_00663","BM37_95_03042","AV25_95_00308","CG78_04445","CG78b_03008","CG678_03008","CG1103_04906","SF93_00535","V80_94_02294","AS1H41_02294","CG98_01295","NW221_02107","RF21_00086","T17_00510","S4_02790;S4_04782","Sz1b_05139","CG81_01195","CG474_02780","CG967_00683","CG1118_01792"
"g003841_1_000003","g003841_1",NA,"hypothetical protein",70,14,71,1.06,1,3,0,2,0,4,75,"hypothetical protein(75)","NA(75)",963,1704,1523.52,5231,1,NA,NA,NA,NA,NA,"CG78_01803","CG78b_04483","CG678_04479","CG1103_04240",NA,NA,NA,NA,"NW221_00494",NA,NA,NA,"Sz1b_03527",NA,NA,NA,NA
"g000813_000001","g000813",NA,"hypothetical protein",60,46,71,1.24,1,3,0,15,0,17,88,"hypothetical protein(88)","NA(88)",264,282,281.08,5235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02702;CG967_04789","CG1118_03015;CG1118_03629"
"g004291_000003","g004291","cysA","Sulfate/thiosulfate import ATP-binding protein CysA",80,18,71,1,1,1,0,0,0,0,71,"Sulfate/thiosulfate import ATP-binding protein CysA(56):Vitamin B12 import ATP-binding protein BtuD(15)","cysA(56):btuD(15)",1116,1287,1180.44,5236,1,"F2_5_02686","CG56_01175","T268_95_03114","BM37_95_03596","AV25_95_01385","CG78_01231","CG78b_05114","CG678_05108","CG1103_01428","SF93_03898","V80_94_01832","AS1H41_01832","CG98_03636","NW221_03568","RF21_02489","T17_03601","S4_05502","Sz1b_04500","CG81_02726",NA,"CG967_02984","CG1118_01149"
"g005789_000001","g005789","ribX","Riboflavin transport system permease protein RibX",60,13,70,1,1,1,0,0,0,0,70,"Riboflavin transport system permease protein RibX(70)","ribX(70)",846,864,861.26,5239,1,"F2_5_02246","CG56_00047","T268_95_02137","BM37_95_01811","AV25_95_02146","CG78_00221","CG78b_00508","CG678_00508","CG1103_01746","SF93_01782","V80_94_00512","AS1H41_00512","CG98_00179","NW221_00133","RF21_01817","T17_01464","S4_03832","Sz1b_00509","CG81_00426","CG474_00331","CG967_02494","CG1118_04677"
"g008198_000001","g008198",NA,"hypothetical protein",60,8,70,1,1,1,0,0,0,0,70,"hypothetical protein(70)","NA(70)",990,996,991.89,5239,2,"F2_5_02247","CG56_00046","T268_95_02138","BM37_95_01812","AV25_95_02147","CG78_00220","CG78b_00509","CG678_00509","CG1103_01745","SF93_01781","V80_94_00513","AS1H41_00513","CG98_00178","NW221_00134","RF21_01818","T17_01463","S4_03833","Sz1b_00510","CG81_00425","CG474_00330","CG967_02493","CG1118_04678"
"g010082_000001","g010082","yxaF","putative HTH-type transcriptional regulator YxaF",60,6,70,1.04,1,2,0,3,0,3,73,"putative HTH-type transcriptional regulator YxaF(62):hypothetical protein(11)","yxaF(62):NA(11)",456,585,582.78,5240,1,"F2_5_03497;F2_5_03992",NA,"T268_95_00584","BM37_95_02963",NA,NA,NA,NA,NA,"SF93_00622",NA,NA,"CG98_01373",NA,NA,"T17_00597","S4_02702",NA,"CG81_05200",NA,NA,NA
"g006864_000004","g006864","ycjP","Inner membrane ABC transporter permease protein YcjP",90,8,70,1,1,1,0,0,0,0,70,"Inner membrane ABC transporter permease protein YcjP(69):hypothetical protein(1)","ycjP(69):NA(1)",534,933,919.41,5242,1,"F2_5_02512","CG56_04668","T268_95_02919","BM37_95_03401","AV25_95_04218","CG78_01412","CG78b_04960","CG678_04954","CG1103_00821","SF93_04091","V80_94_04915","AS1H41_04915","CG98_04737","NW221_03722","RF21_02681","T17_03795","S4_05310","Sz1b_04654","CG81_01534",NA,"CG967_03169","CG1118_05033"
"g009027_000001","g009027","ribY","hypothetical protein",60,7,70,1,1,1,0,0,0,0,70,"hypothetical protein(35):Putative thiamine biosynthesis protein(34):Riboflavin-binding protein RibY(1)","NA(69):ribY(1)",990,999,990.3,5243,1,"F2_5_02244","CG56_00049","T268_95_02135","BM37_95_01809","AV25_95_02144","CG78_00223","CG78b_00506","CG678_00506","CG1103_01748","SF93_01784","V80_94_00510","AS1H41_00510","CG98_00181","NW221_00131","RF21_01815","T17_01466","S4_03830","Sz1b_00507","CG81_00428","CG474_00333","CG967_02496","CG1118_04675"
"g006862_000001","g006862","feaR","Transcriptional activator FeaR",60,10,70,1,1,1,0,0,0,0,70,"Transcriptional activator FeaR(70)","feaR(70)",936,972,939.21,5244,1,"F2_5_02083","CG56_00211","T268_95_01972","BM37_95_01647","AV25_95_01983","CG78_00386","CG78b_00343","CG678_00343","CG1103_01912","SF93_01947","V80_94_00349","AS1H41_00349","CG98_00343","NW221_01223","RF21_01652","T17_01628","S4_03668","Sz1b_00344","CG81_00591","CG474_00496","CG967_02661","CG1118_03362"
"g003348_000001","g003348",NA,"hypothetical protein",60,23,70,1,1,1,0,0,0,0,70,"hypothetical protein(70)","NA(70)",1215,1254,1233.47,5247,1,"F2_5_02659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
