"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X1D132","X1D132b","C58","F4","NFIX02","Arqua","NFIX01","ARqua1","Kin001","N40_94","N33_94","str_12D13","X12D13","PDC82","Di1525a","ATCC31749","J_07","str_11546","str_2788"
"g000263","g000263","cobK","Precorrin-6A reductase",50,67,242,1,1,1,0,0,0,0,242,"Precorrin-6A reductase(242)","cobK(242)",630,894,735.71,1455,1,"1D132_02512","1D132b_03557","C58_02754","F4_02852","NFIX02_00450","Arqua_03501","NFIX01_01005","ARqua1_03723","Kin001_02490","N40_94_04652","N33_94_04545","str_12D13_02417","12D13_04322","PDC82_02676","Di1525a_04102","ATCC31749_00492","J_07_02602","str_11546_02664","str_2788_04107"
"g000028_1_000001","g000028_1",NA,"hypothetical protein",60,104,242,1.32,1,4,1,60,1,77,319,"hypothetical protein(320)","NA(320)",153,777,568.41,1456,1,"1D132_05078","1D132b_02683","C58_04732;C58_05260","F4_00079;F4_00643","NFIX02_02578","Arqua_03075;Arqua_04956","NFIX01_05063","ARqua1_00128;ARqua1_04002","Kin001_05057;Kin001_05374","N40_94_01246;N40_94_04181","N33_94_01375;N33_94_04751",NA,NA,NA,"Di1525a_01793",NA,"J_07_05148",NA,"str_2788_02135"
"g000468_000001","g000468","dmlR","HTH-type transcriptional regulator DmlR",60,56,242,1,1,1,0,0,0,0,242,"HTH-type transcriptional regulator DmlR(241):HTH-type transcriptional regulator PgrR(1)","dmlR(241):pgrR(1)",861,918,903.51,1457,1,"1D132_04342","1D132b_00135","C58_04335","F4_04774","NFIX02_00055","Arqua_02490","NFIX01_02528","ARqua1_03464","Kin001_04331","N40_94_03645","N33_94_04000","str_12D13_04274","12D13_03819","PDC82_03283","Di1525a_01667","ATCC31749_04761","J_07_03143","str_11546_03241","str_2788_01605"
"g001227","g001227",NA,"hypothetical protein",50,40,241,1.05,1,2,0,11,0,11,252,"hypothetical protein(252)","NA(252)",204,411,213.35,1458,1,"1D132_02095","1D132b_03144","C58_02337","F4_02435","NFIX02_02032","Arqua_02222","NFIX01_02127","ARqua1_04355","Kin001_02077","N40_94_00941","N33_94_00942","str_12D13_02005","12D13_02386","PDC82_00180","Di1525a_02988","ATCC31749_00042","J_07_00160","str_11546_02237","str_2788_00977"
"g002736_000002","g002736",NA,"hypothetical protein",70,26,241,1,1,1,0,0,0,0,241,"hypothetical protein(241)","NA(241)",474,657,475.21,1459,1,"1D132_02947","1D132b_00919","C58_02878","F4_04069","NFIX02_00538","Arqua_01510","NFIX01_02624","ARqua1_02519","Kin001_02940","N40_94_01354","N33_94_01549","str_12D13_02851","12D13_02635","PDC82_05183","Di1525a_05191","ATCC31749_03276","J_07_04509","str_11546_04616","str_2788_01395"
"g003994_000003","g003994","hisJ","Histidine-binding periplasmic protein",80,19,241,1,1,1,0,0,0,0,241,"Histidine-binding periplasmic protein(119):Lysine/arginine/ornithine-binding periplasmic protein(113):Membrane-bound lytic murein transglycosylase F(7):L-cystine-binding protein FliY(2)","hisJ(119):argT(113):mltF(7):fliY(2)",828,891,831.12,1460,1,"1D132_04638","1D132b_00726","C58_04637","F4_00554","NFIX02_02496","Arqua_03170","NFIX01_01903","ARqua1_04097","Kin001_04633","N40_94_04024","N33_94_01184","str_12D13_04537","12D13_04895","PDC82_04269","Di1525a_01431","ATCC31749_05228","J_07_04754","str_11546_04731","str_2788_02080"
"g004069_000002","g004069","nagC","N-acetylglucosamine repressor",70,13,241,1,1,1,1,0,1,0,241,"N-acetylglucosamine repressor(159):Protein mlc(75):N-acetyl-D-glucosamine kinase(5):hypothetical protein(3)","nagC(159):mlc(75):nagK(5):NA(3)",351,1218,1188.33,1461,1,"1D132_03090","1D132b_01214","C58_03020","F4_05119","NFIX02_01187","Arqua_01652","NFIX01_01812","ARqua1_02661","Kin001_03084","N40_94_01501","N33_94_01851","str_12D13_02993","12D13_02777","PDC82_05028","Di1525a_03218","ATCC31749_03438","J_07_04367","str_11546_04474","str_2788_03218"
"g000319","g000319",NA,"hypothetical protein",50,60,241,1.38,1,3,1,90,1,92,333,"hypothetical protein(334)","NA(334)",162,393,374.12,1462,1,"1D132_01185;1D132_01750","1D132b_02725;1D132b_02799","C58_01473;C58_02000","F4_01557;F4_02089","NFIX02_02366;NFIX02_03128","Arqua_00002;Arqua_04622","NFIX01_02461;NFIX01_03358","ARqua1_00428;ARqua1_01010","Kin001_01176;Kin001_01724","N40_94_00604;N40_94_02984","N33_94_00604;N33_94_03338","str_12D13_01129;str_12D13_01652","12D13_01384;12D13_02033","PDC82_00518;PDC82_01231","Di1525a_01366;Di1525a_02600","(ATCC31749_02094:ATCC31749_02095);ATCC31749_02813","J_07_00496;J_07_01072","str_11546_01184;str_11546_01875","str_2788_00638;str_2788_03071"
"g003212_000001","g003212","rhaS","HTH-type transcriptional activator RhaS",60,23,240,1.01,1,2,1,2,1,2,242,"HTH-type transcriptional activator RhaS(167):Exoenzyme S synthesis regulatory protein ExsA(75):hypothetical protein(1)","rhaS(167):exsA(75):NA(1)",426,945,905.65,1463,1,"1D132_01742","1D132b_02791","C58_01992","F4_02081","NFIX02_02374","Arqua_04614","NFIX01_02469","ARqua1_00420","Kin001_01716","N40_94_00596","N33_94_00596","str_12D13_01644","12D13_02025","PDC82_00526","Di1525a_02592","ATCC31749_02804","J_07_00504","str_11546_01867","str_2788_00630"
"g001566_000001","g001566","gno","Gluconate 5-dehydrogenase",60,34,240,1,1,1,1,0,1,0,240,"Gluconate 5-dehydrogenase(240):5-keto-D-gluconate 5-reductase(1)","gno(240):idnO(1)",261,777,767.65,1464,1,"1D132_02136","1D132b_03185","C58_02379","F4_02479","NFIX02_01991","Arqua_02180","NFIX01_02086","ARqua1_04396","Kin001_02117","N40_94_00982","N33_94_00983","str_12D13_02045","12D13_02426","PDC82_00139","Di1525a_03029","ATCC31749_00087","J_07_00119","str_11546_02280","str_2788_01018"
"g003119","g003119","rpaR","HTH-type quorum sensing-dependent transcriptional regulator RpaR",50,25,240,1,1,1,0,0,0,0,240,"HTH-type quorum sensing-dependent transcriptional regulator RpaR(163):hypothetical protein(59):Transcriptional activator protein LasR(17):Transcriptional activator protein LuxR(1)","rpaR(163):NA(59):lasR(17):luxR(1)",726,795,756.33,1465,1,"1D132_00396","1D132b_04978","C58_00698","F4_00773","NFIX02_03893","Arqua_00777","NFIX01_04122","ARqua1_01785","Kin001_00341","N40_94_02221","N33_94_02574","str_12D13_00356","12D13_00611","PDC82_01995","Di1525a_00603","ATCC31749_01297","J_07_01834","str_11546_00418","str_2788_02308"
"g005380","g005380","gpr","L-glyceraldehyde 3-phosphate reductase",50,14,240,1,1,1,0,0,0,0,240,"L-glyceraldehyde 3-phosphate reductase(224):Aldo-keto reductase IolS(16)","gpr(224):iolS(16)",1017,1059,1056.41,1466,1,"1D132_03282","1D132b_03774","C58_03212","F4_05316","NFIX02_01397","Arqua_01844","NFIX01_01602","ARqua1_02853","Kin001_03275","N40_94_01692","N33_94_02042","str_12D13_03178","12D13_02962","PDC82_04835","Di1525a_03411","ATCC31749_03646","J_07_04176","str_11546_04281","str_2788_03409"
"g002982_000001","g002982","stcD","putative N-methylproline demethylase",60,25,240,1,1,2,0,1,0,1,241,"putative N-methylproline demethylase(241)","stcD(241)",2037,2046,2037.2,1467,1,"1D132_02256","1D132b_02582","C58_02498","F4_02599","NFIX02_01873","Arqua_02061","NFIX01_01968","ARqua1_04515","Kin001_02235","N40_94_01100","N33_94_01101","str_12D13_02164","12D13_02545","PDC82_00021","Di1525a_03148","ATCC31749_00212","J_07_00001","str_11546_02399","str_2788_01136"
"g000908","g000908",NA,"hypothetical protein",50,45,240,1,1,1,0,0,0,0,240,"hypothetical protein(240)","NA(240)",255,468,455.09,1468,1,"1D132_01179","1D132b_02719","C58_01466","F4_01550","NFIX02_03135","Arqua_00009","NFIX01_03365","ARqua1_01017","Kin001_01169","N40_94_02977","N33_94_03331","str_12D13_01122","12D13_01377","PDC82_01238","Di1525a_01359","ATCC31749_02087","J_07_01079","str_11546_01177","str_2788_03064"
"g000586","g000586",NA,"hypothetical protein",50,47,240,1.02,1,2,1,6,1,6,246,"hypothetical protein(247)","NA(247)",927,2073,1947.3,1469,1,"1D132_00271","1D132b_01637","C58_00631","F4_03475","NFIX02_03960","Arqua_00844","NFIX01_04189","ARqua1_01852","Kin001_00274","N40_94_02154","N33_94_02507","str_12D13_00290","12D13_00545","PDC82_02062","Di1525a_00536","ATCC31749_01225","J_07_01901","str_11546_00350","str_2788_02241"
"g001210_1_000001","g001210_1","ywnA","hypothetical protein",60,31,240,1.03,1,2,0,8,0,8,248,"hypothetical protein(219):Putative HTH-type transcriptional regulator YwnA(29)","NA(219):ywnA(29)",312,531,459.3,1470,1,"1D132_02772","1D132b_01936","C58_00226","F4_03109","NFIX02_04320","Arqua_01252","NFIX01_04549","ARqua1_02260","Kin001_02747","N40_94_03152","N33_94_03506","str_12D13_02677","12D13_00169","PDC82_02423","Di1525a_00168","ATCC31749_00770","J_07_02344","str_11546_02925","str_2788_04659"
"g003728_1_000007","g003728_1","gsiC","Glutathione transport system permease protein GsiC",80,13,239,1,1,1,2,0,2,0,239,"Glutathione transport system permease protein GsiC(238):Dipeptide transport system permease protein DppB(2):hypothetical protein(1)","gsiC(238):dppB(2):NA(1)",339,1029,981.86,1471,1,"1D132_03278","1D132b_03770","C58_03208","F4_05312","NFIX02_01393","Arqua_01840","NFIX01_01606","ARqua1_02849","Kin001_03271","N40_94_01688","N33_94_02038","str_12D13_03174","12D13_02958","PDC82_04839","Di1525a_03407","ATCC31749_03641","J_07_04180","str_11546_04285","str_2788_03405"
"g001438_1_000005","g001438_1","dppC","Dipeptide transport system permease protein DppC",70,23,239,1,1,1,1,0,1,0,239,"Dipeptide transport system permease protein DppC(167):hypothetical protein(72):putative D%2CD-dipeptide transport system permease protein DdpC(1)","dppC(167):NA(72):ddpC(1)",255,1014,995.41,1471,2,"1D132_03279","1D132b_03771","C58_03209","F4_05313","NFIX02_01394","Arqua_01841","NFIX01_01605","ARqua1_02850","Kin001_03272","N40_94_01689","N33_94_02039","str_12D13_03175","12D13_02959","PDC82_04838","Di1525a_03408","(ATCC31749_03642:ATCC31749_03643)","J_07_04179","str_11546_04284","str_2788_03406"
"g000010_3_000066","g000010_3","oppD","Oligopeptide transport ATP-binding protein OppD",70,21,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppD(239)","oppD(239)",540,999,996.15,1471,3,"1D132_03280","1D132b_03772","C58_03210","F4_05314","NFIX02_01395","Arqua_01842","NFIX01_01604","ARqua1_02851","Kin001_03273","N40_94_01690","N33_94_02040","str_12D13_03176","12D13_02960","PDC82_04837","Di1525a_03409","ATCC31749_03644","J_07_04178","str_11546_04283","str_2788_03407"
"g000010_4_000067","g000010_4","oppF","Oligopeptide transport ATP-binding protein OppF",70,18,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppF(239)","oppF(239)",933,942,936.3,1471,4,"1D132_03281","1D132b_03773","C58_03211","F4_05315","NFIX02_01396","Arqua_01843","NFIX01_01603","ARqua1_02852","Kin001_03274","N40_94_01691","N33_94_02041","str_12D13_03177","12D13_02961","PDC82_04836","Di1525a_03410","ATCC31749_03645","J_07_04177","str_11546_04282","str_2788_03408"
"g000292","g000292",NA,"hypothetical protein",50,56,239,1.02,1,2,1,4,1,4,243,"hypothetical protein(244)","NA(244)",144,825,791.24,1472,1,"1D132_04308","1D132b_00101","C58_04301","F4_04740","NFIX02_00175","Arqua_02524","NFIX01_02918","ARqua1_03430","Kin001_04297;Kin001_05277","N40_94_03611","N33_94_03966","str_12D13_04234","12D13_03779","PDC82_03249","Di1525a_01630","ATCC31749_04733","J_07_03170","str_11546_03267","str_2788_01571"
"g003163","g003163","dppA","Periplasmic dipeptide transport protein",50,24,239,1.05,1,2,2,11,2,11,250,"Periplasmic dipeptide transport protein(106):hypothetical protein(103):Oligopeptide-binding protein AppA(34):HTH-type transcriptional regulator SgrR(8):Glutathione-binding protein GsiB(1)","dppA(106):NA(103):appA(34):sgrR(8):gsiB(1)",1605,1629,1610,1473,1,"1D132_03277","1D132b_03769","C58_03207","F4_05311","NFIX02_01392","Arqua_01839","NFIX01_01607","ARqua1_02848","Kin001_03270","N40_94_01687","N33_94_02037","str_12D13_03173","12D13_02957","PDC82_04840","Di1525a_03406","ATCC31749_03640","J_07_04181","str_11546_04286","str_2788_03404"
"g003283","g003283",NA,"hypothetical protein",50,24,239,1,1,1,0,0,0,0,239,"hypothetical protein(239)","NA(239)",309,372,354.9,1475,1,"1D132_02122","1D132b_03171","C58_02365","F4_02465","NFIX02_02004","Arqua_02194","NFIX01_02099","ARqua1_04383","Kin001_02104","N40_94_00969","N33_94_00970","str_12D13_02032","12D13_02413","PDC82_00152","Di1525a_03015","ATCC31749_00072","J_07_00132","str_11546_02267","str_2788_01005"
"g002493","g002493","appA","Oligopeptide-binding protein AppA",50,27,239,1.38,1,2,1,90,1,90,329,"Oligopeptide-binding protein AppA(178):Glutathione-binding protein GsiB(89):putative D%2CD-dipeptide-binding periplasmic protein DdpA(48):Periplasmic dipeptide transport protein(13):hypothetical protein(2)","appA(178):gsiB(89):ddpA(48):dppA(13):NA(2)",483,1893,1595.34,1476,1,"1D132_03286","1D132b_03778","C58_03216","F4_05320","NFIX02_01401","Arqua_01848","NFIX01_01598","ARqua1_02857","Kin001_03279","N40_94_01696","N33_94_02046","str_12D13_03182","12D13_02966","PDC82_04831","Di1525a_03415","ATCC31749_03650","J_07_04172","str_11546_04277","str_2788_03413"
"g000895_1_000001","g000895_1",NA,"D-xylulose reductase",60,36,239,1.28,1,2,0,68,0,68,307,"D-xylulose reductase(307)","NA(307)",1032,1053,1047.04,1477,1,"1D132_04109","1D132b_01119","C58_04071","F4_04506","NFIX02_00709","Arqua_02753","NFIX01_00336","ARqua1_03200","Kin001_04100","N40_94_04868","N33_94_05103","str_12D13_04008","12D13_03553","PDC82_03021","Di1525a_04826","ATCC31749_04527","J_07_03366","str_11546_03463","str_2788_04962"
"g000151_1_000003","g000151_1","soxB","2'-hydroxybiphenyl-2-sulfinate desulfinase",70,36,239,1,1,1,0,0,0,0,239,"2'-hydroxybiphenyl-2-sulfinate desulfinase(164):hypothetical protein(75)","soxB(164):NA(75)",297,1101,817.59,1478,1,"1D132_03276","1D132b_03768","C58_03206","F4_05310","NFIX02_01391","Arqua_01838","NFIX01_01608","ARqua1_02847","Kin001_03269","N40_94_01686","N33_94_02036","str_12D13_03172","12D13_02956","PDC82_04841","Di1525a_03405","ATCC31749_03639","J_07_04182","str_11546_04287","str_2788_03403"
"g002360_000001","g002360","soxC","Dibenzothiophene desulfurization enzyme C",60,28,239,1,1,1,1,0,1,0,239,"Dibenzothiophene desulfurization enzyme C(239):hypothetical protein(1)","soxC(239):NA(1)",516,1242,1234.19,1479,1,"1D132_03283","1D132b_03775","C58_03213","F4_05317","NFIX02_01398","Arqua_01845","NFIX01_01601","ARqua1_02854","Kin001_03276","N40_94_01693","N33_94_02043","str_12D13_03179","12D13_02963","PDC82_04834","Di1525a_03412","ATCC31749_03647","J_07_04175","str_11546_04280","str_2788_03410"
"g002388_000002","g002388","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",70,21,239,1,1,1,0,0,0,0,239,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(236):Glucose-6-phosphate 3-dehydrogenase(3)","iolG(236):ntdC(3)",969,1131,1124.23,1480,1,"1D132_04263","1D132b_00056","C58_04256","F4_04694","NFIX02_00130","Arqua_02569","NFIX01_02873","ARqua1_03385","Kin001_04252","N40_94_03565","N33_94_03920","str_12D13_04188","12D13_03733","PDC82_03205","Di1525a_01586","ATCC31749_04685","J_07_03215","str_11546_03311","str_2788_01525"
"g000044_1_000001","g000044_1",NA,"hypothetical protein",60,121,239,1.41,1,4,5,77,5,97,336,"hypothetical protein(342)","NA(342)",144,1290,945.26,1481,1,"1D132_05075","1D132b_02680","C58_05257","F4_00640",NA,"Arqua_04955",NA,"ARqua1_00129","Kin001_05054","N40_94_01243","N33_94_01372",NA,NA,"PDC82_03852","Di1525a_01792","ATCC31749_05121;ATCC31749_05321","J_07_05147","str_11546_04834;str_11546_04934","str_2788_01299"
"g000250_2_000010","g000250_2","dppB","Dipeptide transport system permease protein DppB",70,13,238,1.01,1,2,0,3,0,3,241,"Dipeptide transport system permease protein DppB(148):putative D%2CD-dipeptide transport system permease protein DdpB(93)","dppB(148):ddpB(93)",1029,1029,1029,1482,1,"1D132_04372","1D132b_00165","C58_04365","F4_04822","NFIX02_05135","Arqua_04192","NFIX01_04779","ARqua1_05322","Kin001_04366","N40_94_03670","N33_94_04025;N33_94_04661","str_12D13_04300","12D13_03845","PDC82_03308","Di1525a_04211","ATCC31749_04784","J_07_03119","str_11546_03221","str_2788_04205"
"g000137_2_000005","g000137_2","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",70,15,238,1.02,1,2,0,4,0,4,242,"putative D%2CD-dipeptide transport system permease protein DdpC(242)","ddpC(242)",240,903,898.23,1482,2,"1D132_04371","1D132b_00164","C58_04364","F4_04821","NFIX02_05134","Arqua_04191","NFIX01_04780","ARqua1_05323","Kin001_04365","N40_94_03669","N33_94_04024;N33_94_04662","str_12D13_04299","12D13_03844","PDC82_03307","Di1525a_04210","ATCC31749_04783","J_07_03120","str_11546_03222","str_2788_04204"
"g000068_2_000013","g000068_2","dppD","Dipeptide transport ATP-binding protein DppD",70,18,238,1.02,1,2,0,4,0,4,242,"Dipeptide transport ATP-binding protein DppD(221):Oligopeptide transport ATP-binding protein OppD(21)","dppD(221):oppD(21)",834,852,845.89,1482,3,"1D132_04370","1D132b_00163","C58_04363","F4_04820","NFIX02_05133","Arqua_04190","NFIX01_04781","ARqua1_05324","Kin001_04364","N40_94_03668","N33_94_04023;N33_94_04663","str_12D13_04298","12D13_03843","PDC82_03306","Di1525a_04209","ATCC31749_04782","J_07_03121","str_11546_03223","str_2788_04203"
"g000040_2_000018","g000040_2","oppF","Oligopeptide transport ATP-binding protein OppF",70,31,238,1.01,1,2,0,3,0,3,241,"Oligopeptide transport ATP-binding protein OppF(241)","oppF(241)",738,783,739.73,1482,4,"1D132_04369","1D132b_00162","C58_04362","F4_04819","NFIX02_05132","Arqua_04189","NFIX01_04782","ARqua1_05325","Kin001_04363","N40_94_03667","N33_94_04022;N33_94_04664","str_12D13_04297","12D13_03842","PDC82_03305","Di1525a_04208","ATCC31749_04781","J_07_03122","str_11546_03224","str_2788_04202"
"g002541_1_000001","g002541_1","mdtA","Multidrug resistance protein MdtA",60,21,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(128):Multidrug resistance protein MdtE(82):Multidrug resistance protein MexA(22):Macrolide export protein MacA(6)","mdtA(128):mdtE(82):mexA(22):macA(6)",1077,1092,1078.16,1483,1,"1D132_03636","1D132b_04768","C58_03566","F4_03855","NFIX02_01724","Arqua_03724","NFIX01_00610","ARqua1_04651","Kin001_03606","N40_94_02019","N33_94_02370","str_12D13_03508","12D13_03292","PDC82_04508","Di1525a_03741","ATCC31749_03993","J_07_03847","str_11546_03953","str_2788_03737"
"g002448_1_000001","g002448_1","mdtA","Multidrug resistance protein MdtA",60,23,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(214):Multidrug resistance protein MdtE(22):Efflux pump periplasmic linker BepF(2)","mdtA(214):mdtE(22):bepF(2)",1059,1086,1085.65,1483,2,"1D132_03635","1D132b_04767","C58_03565","F4_03854","NFIX02_01725","Arqua_03723","NFIX01_00611","ARqua1_04652","Kin001_03605","N40_94_02018","N33_94_02369","str_12D13_03507","12D13_03291","PDC82_04509","Di1525a_03740","ATCC31749_03992","J_07_03848","str_11546_03954","str_2788_03736"
"g003140_1_000003","g003140_1",NA,"hypothetical protein",70,22,238,1,1,1,0,0,0,0,238,"hypothetical protein(238)","NA(238)",462,462,462,1485,1,"1D132_00127","1D132b_02149","C58_00486","F4_03328","NFIX02_04107","Arqua_00990","NFIX01_04336","ARqua1_01998","Kin001_00127","N40_94_03365","N33_94_03719","str_12D13_00145","12D13_00400","PDC82_02210","Di1525a_00391","ATCC31749_01021","J_07_02049","str_11546_00150","str_2788_05320"
"g000758_1_000001","g000758_1",NA,"hypothetical protein",60,38,238,1,1,2,1,1,1,1,239,"hypothetical protein(240)","NA(240)",339,528,356.88,1486,1,"1D132_03287","1D132b_03779","C58_03217","F4_05321","NFIX02_01402","Arqua_01849","NFIX01_01597","ARqua1_02858","Kin001_03280","N40_94_01697","N33_94_02047","str_12D13_03183","12D13_02967","PDC82_04830","Di1525a_03416","ATCC31749_03651","J_07_04171","str_11546_04276","str_2788_03414"
"g000078_1_000003","g000078_1","arsH","NADPH-dependent FMN reductase ArsH",70,90,238,1.3,1,4,0,59,0,71,309,"NADPH-dependent FMN reductase ArsH(301):hypothetical protein(8)","arsH(301):NA(8)",285,744,703.11,1487,1,"1D132_01188","1D132b_03977","C58_01476;C58_04939","F4_00329;F4_01560","NFIX02_03126","Arqua_04173;Arqua_05272","NFIX01_03356","ARqua1_00953;ARqua1_05099","Kin001_01179","N40_94_00001;N40_94_00363","N33_94_00001;N33_94_00363","str_12D13_01132;str_12D13_04734","12D13_01514;12D13_04749","PDC82_00797;PDC82_01229","Di1525a_01979","ATCC31749_02099;ATCC31749_05585","J_07_00721;J_07_01070","str_11546_01188;str_11546_05030","str_2788_00001;str_2788_00413"
"g003840_000001","g003840","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",60,20,238,1.01,1,2,0,3,0,3,241,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(241)","ddpA(241)",1587,1602,1590.8,1488,1,"1D132_04375","1D132b_00168","C58_04368","F4_04825","NFIX02_05138","Arqua_04195","NFIX01_04776","ARqua1_05319","Kin001_04369","N40_94_03673","N33_94_04028;N33_94_04660","str_12D13_04303","12D13_03848","PDC82_03311","Di1525a_04214","ATCC31749_04787","J_07_03116","str_11546_03218","str_2788_04208"
"g001993","g001993",NA,"Putative acetyltransferase OgpAT",50,32,238,1,1,1,4,0,4,0,238,"Putative acetyltransferase OgpAT(234):hypothetical protein(8)","NA(242)",216,630,603.56,1489,1,"1D132_01012","1D132b_04593","C58_01299","F4_01381","NFIX02_03302","Arqua_00176","NFIX01_03532","ARqua1_01184","Kin001_01005","N40_94_02813","N33_94_03167","str_12D13_00956","12D13_01211","PDC82_01402","Di1525a_01194","ATCC31749_01916","J_07_01244","str_11546_01009","str_2788_02900"
"g002426_000002","g002426","nsrR","HTH-type transcriptional repressor NsrR",70,29,238,1.1,1,3,0,23,0,24,262,"HTH-type transcriptional repressor NsrR(203):Putative HTH-type transcriptional regulator(49):HTH-type transcriptional regulator IscR(6):hypothetical protein(4)","nsrR(203):NA(53):iscR(6)",498,558,504.7,1490,1,"1D132_00128","1D132b_02150","C58_00487","F4_03329","NFIX02_04106","Arqua_00989","NFIX01_04335","ARqua1_01997","Kin001_00128","N40_94_03366","N33_94_03720","str_12D13_00146","12D13_00401","PDC82_02209","Di1525a_00392","ATCC31749_01022","J_07_02048","str_11546_00151","str_2788_05321"
"g001322_1_000008","g001322_1","pntA","NAD(P) transhydrogenase subunit alpha",90,14,238,1.03,1,2,1,6,1,6,244,"NAD(P) transhydrogenase subunit alpha(244):hypothetical protein(2)","pntA(244):NA(2)",429,1767,1584.26,1491,1,"1D132_02211","1D132b_02537","C58_02454","F4_02554","NFIX02_01917","Arqua_02105","NFIX01_02012","ARqua1_04471","Kin001_02191","N40_94_01056","N33_94_01057","str_12D13_02120","12D13_02501","PDC82_00065","Di1525a_03104","ATCC31749_00164","J_07_00045","str_11546_02355","str_2788_01092"
"g003028_000001","g003028","acdA","Acyl-CoA dehydrogenase",60,25,238,1,1,1,0,0,0,0,238,"Acyl-CoA dehydrogenase(238)","acdA(238)",687,1173,1167.57,1492,1,"1D132_03319","1D132b_03811","C58_03249","F4_05353","NFIX02_01434","Arqua_01881","NFIX01_01565","ARqua1_02890","Kin001_03312","N40_94_01729","N33_94_02079","str_12D13_03215","12D13_02999","PDC82_04798","Di1525a_03448","ATCC31749_03683","J_07_04139","str_11546_04246","str_2788_03446"
"g000349_000001","g000349",NA,"hypothetical protein",60,58,238,1.01,1,2,1,2,1,2,240,"hypothetical protein(241)","NA(241)",198,558,438.56,1493,1,"1D132_01724","1D132b_02322","C58_01975","F4_02064","NFIX02_02391","Arqua_04597","NFIX01_02486","ARqua1_00403","Kin001_01699","N40_94_00564","N33_94_00564","str_12D13_01627","12D13_02008","PDC82_00597","Di1525a_02576","ATCC31749_02782","J_07_00521","str_11546_01846","str_2788_00613"
"g002974","g002974","degU","Transcriptional regulatory protein DegU",50,25,237,1.02,1,2,5,4,5,4,241,"Transcriptional regulatory protein DegU(111):hypothetical protein(78):HTH-type transcriptional regulator MalT(32):CsgBAC operon transcriptional regulatory protein(24):Response regulator protein TodT(1)","degU(111):NA(78):malT(32):csgD(24):todT(1)",264,780,753.8,1494,1,"1D132_03165","1D132b_03657","C58_03095","(F4_05196:F4_05197)","NFIX02_01280","Arqua_01727","NFIX01_01719","ARqua1_02736","Kin001_03158","N40_94_01575","N33_94_01925","str_12D13_03061","12D13_02845","PDC82_04953","Di1525a_03293","ATCC31749_03519","J_07_04293","str_11546_04398","str_2788_03292"
"g002514","g002514",NA,"hypothetical protein",50,28,237,1.02,1,2,0,5,0,5,242,"hypothetical protein(242)","NA(242)",1032,1221,1093.19,1495,1,"1D132_02615","1D132b_01779","C58_00068","F4_02952","NFIX02_04475","Arqua_01410","NFIX01_04704","ARqua1_02418","Kin001_02593","N40_94_02997","N33_94_03351","str_12D13_02520","12D13_00012","PDC82_02578","Di1525a_00012","ATCC31749_00603","J_07_02499","str_11546_02767","str_2788_04504"
"g002277","g002277","leuE","hypothetical protein",50,30,237,1,1,2,0,1,0,1,238,"hypothetical protein(196):Leucine efflux protein(20):Threonine efflux protein(18):Homoserine/homoserine lactone efflux protein(4)","NA(196):leuE(20):rhtC(18):rhtB(4)",444,636,627.52,1496,1,"1D132_00884","1D132b_04465","C58_01159","F4_01241","NFIX02_03430","Arqua_00316","NFIX01_03660","ARqua1_01325","Kin001_00847","N40_94_02681","N33_94_03034","str_12D13_00814","12D13_01069","PDC82_01536","Di1525a_01066","ATCC31749_01779","J_07_01376","str_11546_00878","str_2788_02767"
"g000140_2","g000140_2","ntaA","Nitrilotriacetate monooxygenase component A",50,54,237,1.39,1,6,0,54,0,93,330,"Nitrilotriacetate monooxygenase component A(329):hypothetical protein(1)","ntaA(329):NA(1)",177,1401,1346.35,1497,1,"1D132_03285","1D132b_03777","C58_03215","F4_05319","NFIX02_01400","Arqua_01847","NFIX01_01599","ARqua1_02856","Kin001_03278","N40_94_01695","N33_94_02045","str_12D13_03181","12D13_02965","PDC82_04832","Di1525a_03414","ATCC31749_03649","J_07_04173","str_11546_04278","str_2788_03412"
