"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g004062_000002","g004062","ubiG","Ubiquinone biosynthesis O-methyltransferase",70,19,134,1,1,1,0,0,0,0,134,"Ubiquinone biosynthesis O-methyltransferase(122):Cyclopropane-fatty-acyl-phospholipid synthase(12)","ubiG(122):cfa(12)",1194,1341,1311.99,2919,1,"CG108_02427","CG118_00757","CG989_01901","CG1013_00063","T393_94_01582","Rr4_02390","CG47_03777","Ni1_02601","T60_94_04258","T267_94_04144","P86_93_04161","AB4_04084","CG964_02221","CG49_02701"
"g004508","g004508","bshA","N-acetyl-alpha-D-glucosaminyl L-malate synthase",50,17,133,1,1,1,0,0,0,0,133,"N-acetyl-alpha-D-glucosaminyl L-malate synthase(80):D-inositol-3-phosphate glycosyltransferase(53)","bshA(80):mshA(53)",1206,1275,1229.48,2920,1,"CG108_00615","CG118_01039","CG989_01411","CG1013_03114","T393_94_03679","Rr4_01999","CG47_04407","Ni1_02519","T60_94_04452","T267_94_04337","P86_93_04355","AB4_04834","CG964_00810","CG49_05246"
"g005182_000001","g005182",NA,"hypothetical protein",60,15,133,1,1,1,0,0,0,0,133,"hypothetical protein(133)","NA(133)",705,801,787.78,2921,1,"CG108_03463","CG118_03046","CG989_03313","CG1013_00173","T393_94_00107","Rr4_01299","CG47_00107","Ni1_01575","T60_94_01139","T267_94_00107","P86_93_00107","AB4_02729","CG964_00638","CG49_03311"
"g004984","g004984","gumH","GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase",50,15,133,1,1,1,0,0,0,0,133,"GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase(133)","gumH(132):aceC(1)",1194,1215,1201.26,2923,1,"CG108_02997","CG118_02006","CG989_02734","CG1013_01357","T393_94_01433","Rr4_01083","CG47_01898","Ni1_01387","T60_94_01917","T267_94_01742","P86_93_01743","AB4_00724","CG964_02110","CG49_01559"
"g005885_1_000001","g005885_1","apc3","Acetophenone carboxylase gamma subunit",60,10,133,1.04,1,2,1,5,1,5,138,"Acetophenone carboxylase gamma subunit(138):Acetophenone carboxylase alpha subunit(1)","apc3(138):apc1(1)",288,2118,2016.24,2924,1,"CG108_01824","CG118_01806","CG989_02105","CG1013_01136","T393_94_01004","Rr4_03336","CG47_01480","Ni1_00983","T60_94_01340","T267_94_01164","P86_93_01220","AB4_00225","CG964_01851","CG49_01286"
"g007904_000002","g007904",NA,"hypothetical protein",70,8,133,1,1,1,0,0,0,0,133,"hypothetical protein(133)","NA(133)",414,1572,1563.09,2925,1,"CG108_00166","CG118_00166","CG989_00546","CG1013_01624","T393_94_01665","Rr4_03083","CG47_02707","Ni1_02618","T60_94_02087","T267_94_01912","P86_93_01911","AB4_02011","CG964_02786","CG49_02832"
"g003671","g003671","dasR","HTH-type transcriptional repressor DasR",50,21,133,1.01,1,2,0,1,0,1,134,"HTH-type transcriptional repressor DasR(52):HTH-type transcriptional regulator LutR(29):putative fructoselysine utilization operon transcriptional repressor(24):Putative L-lactate dehydrogenase operon regulatory protein(10):Transcriptional regulator NanR(9):Pyruvate dehydrogenase complex repressor(7):putative D-xylose utilization operon transcriptional repressor(3)","dasR(52):lutR(29):frlR(24):lldR(10):nanR(9):pdhR(7):gntR(3)",675,810,718.61,2927,1,"CG108_01374","CG118_01630","CG989_00730","CG1013_02897","T393_94_02412","Rr4_03772","CG47_02468","Ni1_03215","T60_94_00688","T267_94_02659","P86_93_02658","AB4_01146","CG964_02747","CG49_02407"
"g005643","g005643",NA,"hypothetical protein",50,13,133,1,1,1,0,0,0,0,133,"hypothetical protein(133)","NA(133)",1500,1557,1518.23,2928,1,"CG108_02999","CG118_02004","CG989_02732","CG1013_01359","T393_94_01435","Rr4_01085","CG47_01900","Ni1_01385","T60_94_01919","T267_94_01744","P86_93_01745","AB4_00726","CG964_02112","CG49_01557"
"g006658_000002","g006658","pheC","Cyclohexadienyl dehydratase",70,11,133,1,1,1,0,0,0,0,133,"Cyclohexadienyl dehydratase(133)","pheC(133)",771,783,774.79,2930,1,"CG108_04866","CG118_04060","CG989_00909","CG1013_03691","T393_94_01483","Rr4_02550","CG47_01061","Ni1_02189","T60_94_01967","T267_94_01792","P86_93_01793","AB4_02655","CG964_01092","CG49_03826"
"g002498_1_000006","g002498_1","ptsJ","hypothetical protein",80,13,133,1,1,1,0,0,0,0,133,"hypothetical protein(130):Vitamin B6 salvage pathway transcriptional repressor PtsJ(3)","NA(130):ptsJ(3)",1404,1569,1405.24,2931,1,"CG108_04494","CG118_04910","CG989_04883",NA,"T393_94_03388","Rr4_04359","CG47_05088","Ni1_00436","T60_94_03738","T267_94_03642","P86_93_03660","AB4_03982","CG964_02421","CG49_04194"
"g003842_000001","g003842",NA,"Multifunctional alkaline phosphatase superfamily protein",60,20,133,1,1,1,1,0,1,0,133,"Multifunctional alkaline phosphatase superfamily protein(134)","NA(134)",432,1572,1534.41,2932,1,"CG108_01253","CG118_04138","CG989_03942","CG1013_01585","T393_94_01626","Rr4_03042","CG47_03317","Ni1_00043","T60_94_02048","T267_94_01871","P86_93_01872","AB4_02162","CG964_04491","CG49_01035"
"g006695","g006695","degU","Transcriptional regulatory protein DegU",50,10,133,1,1,1,0,0,0,0,133,"Transcriptional regulatory protein DegU(130):Chemotaxis response regulator protein-glutamate methylesterase(2):hypothetical protein(1)","degU(130):cheB(2):NA(1)",639,921,658.11,2933,1,"CG108_02171","CG118_02311","CG989_02387","CG1013_02115","T393_94_02640","Rr4_04696","CG47_00752","Ni1_00217","T60_94_02274","T267_94_02894","P86_93_02909","AB4_03637","CG964_03074","CG49_00160"
"g005005_000002","g005005","lysA","Diaminopimelate decarboxylase",70,15,132,1,1,1,0,0,0,0,132,"Diaminopimelate decarboxylase(132)","lysA(132)",1245,1326,1255.8,2934,1,"CG108_01545","CG118_05215","CG989_05092","CG1013_01828","T393_94_02927","Rr4_05056","CG47_04655","Ni1_03400","T60_94_02622","T267_94_03181","P86_93_03196","AB4_03350","CG964_04973","CG49_00447"
"g004067_000003","g004067","metB","Cystathionine gamma-synthase",80,19,132,1,1,1,0,0,0,0,132,"Cystathionine gamma-synthase(81):Cystathionine beta-lyase(40):L-methionine gamma-lyase(11)","metB(81):metC(40):mdeA(11)",1035,1188,1183.11,2934,2,"CG108_01546","CG118_05214","CG989_05093","CG1013_01827","T393_94_02928","Rr4_05055","CG47_04654","Ni1_03399","T60_94_02623","T267_94_03182","P86_93_03197","AB4_03349","CG964_04972","CG49_00448"
"g004717_000001","g004717","mepA","Multidrug export protein MepA",60,14,132,1,1,1,0,0,0,0,132,"Multidrug export protein MepA(132)","mepA(132)",1368,1605,1385.25,2934,3,"CG108_01547","CG118_05213","CG989_05094","CG1013_01826","T393_94_02929","Rr4_05054","CG47_04653","Ni1_03398","T60_94_02624","T267_94_03183","P86_93_03198","AB4_03348","CG964_04971","CG49_00449"
"g003170_000001","g003170",NA,"hypothetical protein",60,24,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",1122,1194,1154.77,2934,4,"CG108_01548","CG118_05212","CG989_05095","CG1013_01825","T393_94_02930","Rr4_05053","CG47_04652","Ni1_03397","T60_94_02625","T267_94_03184","P86_93_03199","AB4_03347","CG964_04970","CG49_00450"
"g003491_000001","g003491","dhbF","Dimodular nonribosomal peptide synthase",60,20,132,1,1,1,0,0,0,0,132,"Dimodular nonribosomal peptide synthase(102):Tyrocidine synthase 3(21):D-alanine--poly(phosphoribitol) ligase subunit 1(9)","dhbF(102):tycC(21):dltA(9)",3975,4077,3981.52,2934,5,"CG108_01549","CG118_05211","CG989_05096","CG1013_01824","T393_94_02931","Rr4_05052","CG47_04651","Ni1_03396","T60_94_02626","T267_94_03185","P86_93_03200","AB4_03346","CG964_04969","CG49_00451"
"g004542_000002","g004542","iucD","L-lysine N6-monooxygenase",70,17,132,1,1,1,0,0,0,0,132,"L-lysine N6-monooxygenase(132)","iucD(132)",1311,1320,1313.61,2934,6,"CG108_01550","CG118_05210","CG989_05097","CG1013_01823","T393_94_02932","Rr4_05051","CG47_04650","Ni1_03395","T60_94_02627","T267_94_03186","P86_93_03201","AB4_03345","CG964_04968","CG49_00452"
"g006840_000001","g006840",NA,"hypothetical protein",60,10,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",591,636,603.77,2934,7,"CG108_01551","CG118_05209","CG989_05098","CG1013_01821","T393_94_02934","Rr4_05049","CG47_04648","Ni1_03393","T60_94_02629","T267_94_03188","P86_93_03203","AB4_03343","CG964_04966","CG49_00454"
"g004158_000002","g004158",NA,"hypothetical protein",70,19,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",474,543,508.45,2934,8,"CG108_01552","CG118_05208","CG989_05099","CG1013_01820","T393_94_02935","Rr4_05048","CG47_04647","Ni1_03392","T60_94_02630","T267_94_03189","P86_93_03204","AB4_03342","CG964_04965","CG49_00455"
"g006798_000002","g006798","apc4","Acetophenone carboxylase delta subunit",70,10,132,1,1,1,0,0,0,0,132,"Acetophenone carboxylase delta subunit(132)","apc4(132)",1680,1695,1693.25,2935,1,"CG108_02561","CG118_05127","CG989_05180","CG1013_01741","T393_94_03013","Rr4_04970","CG47_01787","Ni1_01299","T60_94_02709","T267_94_03268","P86_93_03282","AB4_00572","CG964_04887","CG49_00533"
"g007200_000002","g007200","apc3","Acetophenone carboxylase gamma subunit",70,9,132,1,1,1,0,0,0,0,132,"Acetophenone carboxylase gamma subunit(132)","apc3(132)",2064,2064,2064,2935,2,"CG108_02560","CG118_05126","CG989_05181","CG1013_01740","T393_94_03014","Rr4_04969","CG47_01786","Ni1_01300","T60_94_02710","T267_94_03269","P86_93_03283","AB4_00573","CG964_04886","CG49_00534"
"g006296_000001","g006296","potA","Spermidine/putrescine import ATP-binding protein PotA",60,11,132,1,1,1,0,0,0,0,132,"Spermidine/putrescine import ATP-binding protein PotA(132)","potA(132)",1086,1110,1090.32,2935,3,"CG108_02559","CG118_05125","CG989_05182","CG1013_01739","T393_94_03015","Rr4_04968","CG47_01785","Ni1_01301","T60_94_02711","T267_94_03270","P86_93_03284","AB4_00574","CG964_04885","CG49_00535"
"g008743_000003","g008743",NA,"hypothetical protein",80,7,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",1173,1179,1178.77,2935,4,"CG108_02558","CG118_05124","CG989_05183","CG1013_01738","T393_94_03016","Rr4_04967","CG47_01784","Ni1_01302","T60_94_02712","T267_94_03271","P86_93_03285","AB4_00575","CG964_04884","CG49_00536"
"g006560_000002","g006560","potB","hypothetical protein",70,11,132,1,1,1,0,0,0,0,132,"hypothetical protein(101):Spermidine/putrescine transport system permease protein PotB(31)","NA(101):potB(31)",855,870,868.3,2935,5,"CG108_02557","CG118_05123","CG989_05184","CG1013_01737","T393_94_03017","Rr4_04966","CG47_01783","Ni1_01303","T60_94_02713","T267_94_03272","P86_93_03286","AB4_00576","CG964_04883","CG49_00537"
"g005493_000002","g005493","ydcV","Inner membrane ABC transporter permease protein YdcV",70,14,132,1,1,1,0,0,0,0,132,"Inner membrane ABC transporter permease protein YdcV(88):hypothetical protein(44)","ydcV(88):NA(44)",795,819,810.34,2935,6,"CG108_02556","CG118_05122","CG989_05185","CG1013_01736","T393_94_03018","Rr4_04965","CG47_01782","Ni1_01304","T60_94_02714","T267_94_03273","P86_93_03287","AB4_00577","CG964_04882","CG49_00538"
"g008968_000001","g008968","pstS","Phosphate-binding protein PstS",60,6,132,1,1,1,0,0,0,0,132,"Phosphate-binding protein PstS(132)","pstS(132)",1026,1107,1035.73,2936,1,"CG108_00078","CG118_00078","CG989_00634","CG1013_00786","T393_94_00720","Rr4_01895","CG47_00878","Ni1_02136","T60_94_03317","T267_94_00729","P86_93_00726","AB4_03291","CG964_00077","CG49_04836"
"g005684","g005684","pstC","Phosphate transport system permease protein PstC",50,13,132,1,1,1,0,0,0,0,132,"Phosphate transport system permease protein PstC(132)","pstC(132)",903,1083,984.07,2936,2,"CG108_00077","CG118_00077","CG989_00635","CG1013_00785","T393_94_00719","Rr4_01894","CG47_00879","Ni1_02135","T60_94_03316","T267_94_00728","P86_93_00725","AB4_03290","CG964_00078","CG49_04835"
"g009376","g009376","pstA","Phosphate transport system permease protein PstA",50,7,132,1,1,1,0,0,0,0,132,"Phosphate transport system permease protein PstA(132)","pstA(132)",852,852,852,2936,3,"CG108_00076","CG118_00076","CG989_00636","CG1013_00784","T393_94_00718","Rr4_01893","CG47_00880","Ni1_02134","T60_94_03315","T267_94_00727","P86_93_00724","AB4_03289","CG964_00079","CG49_04834"
"g002308_2_000003","g002308_2","pstB","Phosphate import ATP-binding protein PstB",60,5,132,1,1,1,0,0,0,0,132,"Phosphate import ATP-binding protein PstB(132)","pstB(132)",804,870,836.2,2936,4,"CG108_00075","CG118_00075","CG989_00637","CG1013_00783","T393_94_00717","Rr4_01892","CG47_00881","Ni1_02133","T60_94_03314","T267_94_00726","P86_93_00723","AB4_03288","CG964_00080","CG49_04833"
"g004836","g004836","slyA","Transcriptional regulator SlyA",50,16,132,1,1,1,3,0,3,0,132,"Transcriptional regulator SlyA(135)","slyA(135)",465,477,472.29,2937,1,"CG108_01514","CG118_05246","CG989_05061","CG1013_01859","T393_94_02896","Rr4_05087","CG47_04686","Ni1_03431","(T60_94_00802:T60_94_02591)","(T267_94_00896:T267_94_03150)","(P86_93_00893:P86_93_03165)","AB4_03381","CG964_05004","CG49_00416"
"g005242","g005242","aaeB","p-hydroxybenzoic acid efflux pump subunit AaeB",50,14,132,1,1,1,0,0,0,0,132,"p-hydroxybenzoic acid efflux pump subunit AaeB(132)","aaeB(132)",2061,2076,2072.09,2937,2,"CG108_01515","CG118_05245","CG989_05062","CG1013_01858","T393_94_02897","Rr4_05086","CG47_04685","Ni1_03430","T60_94_02592","T267_94_03151","P86_93_03166","AB4_03380","CG964_05003","CG49_00417"
"g007731_000001","g007731","aaeX","hypothetical protein",60,9,132,1,1,1,0,0,0,0,132,"hypothetical protein(77):Protein AaeX(55)","NA(77):aaeX(55)",210,210,210,2937,3,"CG108_01516","CG118_05244","CG989_05063","CG1013_01857","T393_94_02898","Rr4_05085","CG47_04684","Ni1_03429","T60_94_02593","T267_94_03152","P86_93_03167","AB4_03379","CG964_05002","CG49_00418"
"g006090_1_000001","g006090_1","aaeA","p-hydroxybenzoic acid efflux pump subunit AaeA",60,10,132,1,1,1,0,0,0,0,132,"p-hydroxybenzoic acid efflux pump subunit AaeA(132)","aaeA(132)",882,897,887.59,2937,4,"CG108_01517","CG118_05243","CG989_05064","CG1013_01856","T393_94_02899","Rr4_05084","CG47_04683","Ni1_03428","T60_94_02594","T267_94_03153","P86_93_03168","AB4_03378","CG964_05001","CG49_00419"
"g004727","g004727","mdtA","Multidrug resistance protein MdtA",50,16,132,1,1,1,0,0,0,0,132,"Multidrug resistance protein MdtA(132)","mdtA(132)",1383,1509,1441.23,2938,1,"CG108_02313","CG118_02453","CG989_02243","CG1013_01973","T393_94_02782","Rr4_04838","CG47_04800","Ni1_03546","T60_94_02416","T267_94_03036","P86_93_03051","AB4_03495","CG964_02931","CG49_00302"
"g006681_1_000003","g006681_1","mdtB","Multidrug resistance protein MdtB",70,8,132,1,1,1,0,0,0,0,132,"Multidrug resistance protein MdtB(129):Multidrug resistance protein MdtC(3)","mdtB(129):mdtC(3)",3099,3120,3112.05,2938,2,"CG108_02314","CG118_02454","CG989_02242","CG1013_01972","T393_94_02783","Rr4_04839","CG47_04799","Ni1_03545","T60_94_02417","T267_94_03037","P86_93_03052","AB4_03494","CG964_02930","CG49_00303"
"g006684_000001","g006684","mdtC","Multidrug resistance protein MdtC",60,10,132,1,1,1,0,0,0,0,132,"Multidrug resistance protein MdtC(132)","mdtC(132)",3105,3111,3108.02,2938,3,"CG108_02315","CG118_02455","CG989_02241","CG1013_01971","T393_94_02784","Rr4_04840","CG47_04798","Ni1_03544","T60_94_02418","T267_94_03038","P86_93_03053","AB4_03493","CG964_02929","CG49_00304"
"g006875_000003","g006875",NA,"hypothetical protein",80,10,132,1.09,1,3,0,11,0,12,144,"hypothetical protein(144)","NA(144)",387,1020,1007.6,2939,1,"CG108_00386","CG118_00387","CG989_00325","CG1013_02395","T393_94_01909","Rr4_02246","CG47_02652","Ni1_05113","T60_94_00185","T267_94_02156","P86_93_02155","AB4_01647","CG964_03745","CG49_02528"
"g012443_000004","g012443","cmpD","Bicarbonate transport ATP-binding protein CmpD",90,5,132,1,1,1,0,0,0,0,132,"Bicarbonate transport ATP-binding protein CmpD(132)","cmpD(132)",819,819,819,2939,2,"CG108_00387","CG118_00388","CG989_00324","CG1013_02396","T393_94_01910","Rr4_02245","CG47_02651","Ni1_05114","T60_94_00186","T267_94_02157","P86_93_02156","AB4_01646","CG964_03746","CG49_02527"
"g008401_000002","g008401","ribX","Riboflavin transport system permease protein RibX",70,8,132,1,1,1,0,0,0,0,132,"Riboflavin transport system permease protein RibX(132)","ribX(132)",879,888,883.45,2939,3,"CG108_00388","CG118_00389","CG989_00323","CG1013_02397","T393_94_01911","Rr4_02244","CG47_02650","Ni1_05115","T60_94_00187","T267_94_02158","P86_93_02157","AB4_01645","CG964_03747","CG49_02526"
"g008444_1_000003","g008444_1","fliY","L-cystine-binding protein FliY",70,7,132,1,1,1,0,0,0,0,132,"L-cystine-binding protein FliY(132)","fliY(132)",828,828,828,2940,1,"CG108_02957","CG118_02046","CG989_02774","CG1013_01318","T393_94_01394","Rr4_01044","CG47_01859","Ni1_01426","T60_94_01878","T267_94_01703","P86_93_01704","AB4_00685","CG964_02071","CG49_01598"
"g007524_000002","g007524","occM","Octopine transport system permease protein OccM",70,9,132,1,1,1,0,0,0,0,132,"Octopine transport system permease protein OccM(79):L-cystine transport system permease protein YecS(51):hypothetical protein(2)","occM(79):yecS(51):NA(2)",642,882,644.39,2940,2,"CG108_02956","CG118_02047","CG989_02775","CG1013_01317","T393_94_01393","Rr4_01043","CG47_01858","Ni1_01427","T60_94_01877","T267_94_01702","P86_93_01703","AB4_00684","CG964_02070","CG49_01599"
"g006101_000001","g006101","yecS","L-cystine transport system permease protein YecS",60,12,132,1,1,1,0,0,0,0,132,"L-cystine transport system permease protein YecS(132)","yecS(132)",669,669,669,2940,3,"CG108_02955","CG118_02048","CG989_02776","CG1013_01316","T393_94_01392","Rr4_01042","CG47_01857","Ni1_01428","T60_94_01876","T267_94_01701","P86_93_01702","AB4_00683","CG964_02069","CG49_01600"
"g007918_000001","g007918",NA,"hypothetical protein",60,8,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",1734,1761,1750.77,2942,1,"CG108_02265","CG118_02405","CG989_02291","CG1013_02021","T393_94_02734","Rr4_04790","CG47_04848","Ni1_03594","T60_94_02368","T267_94_02988","P86_93_03003","AB4_03543","CG964_02979","CG49_00254"
"g009940_000001","g009940","btuD","Vitamin B12 import ATP-binding protein BtuD",60,6,132,1,1,1,0,0,0,0,132,"Vitamin B12 import ATP-binding protein BtuD(132)","btuD(132)",1311,1332,1324.02,2942,2,"CG108_02264","CG118_02404","CG989_02292","CG1013_02022","T393_94_02733","Rr4_04789","CG47_04849","Ni1_03595","T60_94_02367","T267_94_02987","P86_93_03002","AB4_03544","CG964_02980","CG49_00253"
"g007971","g007971","tylN","O-mycaminosyltylonolide 6-deoxyallosyltransferase",50,8,132,1,1,1,0,0,0,0,132,"O-mycaminosyltylonolide 6-deoxyallosyltransferase(132)","tylN(132)",1260,1311,1296.18,2943,1,"CG108_01543","CG118_05217","CG989_05090","CG1013_01830","T393_94_02925","Rr4_05058","CG47_04657","Ni1_03402","T60_94_02620","T267_94_03179","P86_93_03194","AB4_03352","CG964_04975","CG49_00445"
"g007844","g007844","dhbF","Dimodular nonribosomal peptide synthase",50,7,132,1,1,1,0,0,0,0,132,"Dimodular nonribosomal peptide synthase(132)","dhbF(132)",3981,4005,3989.86,2943,2,"CG108_00397","CG118_00398","CG989_00314","CG1013_02409","T393_94_01923","Rr4_02232","CG47_02638","Ni1_05127","T60_94_00199","T267_94_02170","P86_93_02169","AB4_01633","CG964_03759","CG49_02514"
"g001469_2_000001","g001469_2",NA,"hypothetical protein",60,12,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",198,264,224.34,2944,1,"CG108_02382","CG118_00802","CG989_01856","CG1013_02965","T393_94_03531","Rr4_05439","CG47_04555","Ni1_00779","T60_94_04304","T267_94_04189","P86_93_04207","AB4_00044","CG964_01478","CG49_00872"
"g003996_1_000004","g003996_1","yfcG","Disulfide-bond oxidoreductase YfcG",70,15,132,1,1,1,0,0,0,0,132,"Disulfide-bond oxidoreductase YfcG(132)","yfcG(132)",708,756,713.91,2946,1,"CG108_01599","CG118_05161","CG989_05146","CG1013_01773","T393_94_02982","Rr4_05001","CG47_04600","Ni1_03345","T60_94_02677","T267_94_03236","P86_93_03251","AB4_03295","CG964_04918","CG49_00502"
"g006782_000002","g006782","fucP","L-fucose-proton symporter",70,9,132,1,1,1,2,0,2,0,132,"L-fucose-proton symporter(134)","fucP(134)",384,1314,1264.5,2947,1,"CG108_02174","CG118_02314","CG989_02384","CG1013_02112","T393_94_02643","Rr4_04699","CG47_00755","Ni1_00214","T60_94_02277","T267_94_02897","P86_93_02912","AB4_03634","CG964_03071","CG49_00163"
"g006097","g006097","glcR","HTH-type transcriptional repressor GlcR",50,12,132,1,1,1,0,0,0,0,132,"HTH-type transcriptional repressor GlcR(80):putative HTH-type transcriptional regulator YdjF(27):Lactose phosphotransferase system repressor(22):Glycerol-3-phosphate regulon repressor(2):Deoxyribose operon repressor(1)","glcR(80):ydjF(27):lacR(22):glpR(2):deoR(1)",756,756,756,2948,1,"CG108_01853","CG118_00584","CG989_01853","CG1013_04268","T393_94_04429","Rr4_00416","CG47_03955","Ni1_04226","T60_94_04079","T267_94_03965","P86_93_03982","AB4_04262","CG964_04022","CG49_05100"
"g003261","g003261",NA,"Chloramphenicol 3-O phosphotransferase",50,22,132,1,1,1,0,0,0,0,132,"Chloramphenicol 3-O phosphotransferase(78):hypothetical protein(50):Putative O-phosphotransferase(4)","NA(132)",510,690,654.3,2949,1,"CG108_00361","CG118_00362","CG989_00350","CG1013_02371","T393_94_01885","Rr4_02270","CG47_02676","Ni1_05089","T60_94_00161","T267_94_02132","P86_93_02131","AB4_01671","CG964_03721","CG49_02552"
"g003561_1_000003","g003561_1",NA,"hypothetical protein",70,11,132,1.01,1,2,0,1,0,1,133,"hypothetical protein(133)","NA(133)",957,963,958.17,2950,1,"CG108_02508","CG118_05074","CG989_05233","CG1013_01688","T393_94_03066","Rr4_04917","CG47_01734","Ni1_01352","T60_94_02762","T267_94_03321","P86_93_03335","AB4_00625","CG964_04834","CG49_00586"
"g009422","g009422",NA,"hypothetical protein",50,7,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",288,357,289.05,2951,1,"CG108_04183","CG118_03475","CG989_04257","CG1013_04433","T393_94_05110","Rr4_01145","CG47_01960","Ni1_04595","T60_94_05542","T267_94_05509","P86_93_05441","AB4_00999","CG964_04769","CG49_01797"
"g007662_000003","g007662",NA,"hypothetical protein",80,9,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",756,897,807.18,2952,1,"CG108_00473","CG118_00474","CG989_00238","CG1013_02495","T393_94_02009","Rr4_02139","CG47_02065","Ni1_02812","T60_94_00285","T267_94_02256","P86_93_02255","AB4_01547","CG964_03845","CG49_02005"
"g004183","g004183","yobA","Protein YobA",50,19,132,1.28,1,3,0,35,0,37,169,"Protein YobA(169)","yobA(169)",183,372,343.22,2954,1,"CG108_04148","CG118_03440","CG989_04222","CG1013_04468","T393_94_05075","Rr4_01110","CG47_01925","Ni1_04560","T60_94_05507","T267_94_05474","P86_93_05406","AB4_01034","CG964_04733","CG49_01832"
"g003828","g003828",NA,"hypothetical protein",50,19,132,1.03,1,2,0,4,0,4,136,"hypothetical protein(136)","NA(136)",786,1944,1839.49,2955,1,"CG108_04899;CG108_04952","CG118_03666;CG118_03719","CG989_05255;CG989_05308","CG1013_04211","T393_94_04372","Rr4_05295","CG47_04012","Ni1_04168","T60_94_04022","T267_94_03908","P86_93_03925","AB4_04320","CG964_04079","CG49_05043"
"g007313_000001","g007313","dauA","C4-dicarboxylic acid transporter DauA",60,9,132,1,1,1,0,0,0,0,132,"C4-dicarboxylic acid transporter DauA(129):hypothetical protein(3)","dauA(129):NA(3)",483,1533,1517.55,2956,1,"CG108_05106","CG118_00833","CG989_01241","CG1013_03322","T393_94_03868","Rr4_02353","CG47_04199","Ni1_00579","T60_94_04641","T267_94_04545","P86_93_04544","AB4_05042","CG964_01018","CG49_05454"
"g004294_1_000002","g004294_1","czcO","hypothetical protein",70,17,132,1.02,1,2,0,3,0,3,135,"hypothetical protein(113):putative oxidoreductase CzcO(22)","NA(113):czcO(22)",1119,1296,1248.27,2957,1,"CG108_01203","CG118_01776","CG989_01618",NA,"T393_94_03087","Rr4_02286","CG47_01605","Ni1_05155","T60_94_03437","T267_94_03341","P86_93_03358","AB4_03680","CG964_02723","CG49_03894"
"g004118","g004118",NA,"hypothetical protein",50,19,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",477,720,594.55,2958,1,"CG108_04942","CG118_03709","CG989_05298","CG1013_04221","T393_94_04382","Rr4_05305","CG47_04002","Ni1_04178","T60_94_04032","T267_94_03918","P86_93_03935","AB4_04309","CG964_04069","CG49_05053"
"g004812_000001","g004812",NA,"hypothetical protein",60,16,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",867,1008,1005.57,2959,1,"CG108_01211","CG118_04096","CG989_03984","CG1013_01543","T393_94_01584","Rr4_03380","CG47_03359","Ni1_00001","T60_94_02006","T267_94_01829","P86_93_01830","AB4_02120","CG964_04533","CG49_00993"
"g005283_1_000012","g005283_1",NA,"hypothetical protein",80,5,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",324,1320,1120.34,2960,1,"CG108_00764","CG118_01350","CG989_01611","CG1013_01111","T393_94_00979","Rr4_00538","CG47_01356","Ni1_01008","T60_94_01315","T267_94_01139","P86_93_01195","AB4_00200","CG964_01876","CG49_01261"
"g006724_000002","g006724","ggt","Glutathione hydrolase proenzyme",70,10,132,1,1,1,0,0,0,0,132,"Glutathione hydrolase proenzyme(132)","ggt(132)",1743,1767,1753.91,2961,1,"CG108_01861","CG118_00592","CG989_01845","CG1013_04276","T393_94_04437","Rr4_00424","CG47_03947","Ni1_04234","T60_94_04087","T267_94_03973","P86_93_03990","AB4_04254","CG964_04014","CG49_05108"
"g004953_000001","g004953",NA,"hypothetical protein",60,16,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",375,387,382.45,2962,1,"CG108_01270","CG118_04155","CG989_03925","CG1013_01603","T393_94_01644","Rr4_03024","CG47_03299","Ni1_00061","T60_94_02066","T267_94_01889","P86_93_01890","AB4_02180","CG964_04473","CG49_01053"
"g001134","g001134",NA,"hypothetical protein",50,40,132,1.08,1,3,1,10,1,11,143,"hypothetical protein(144)","NA(144)",231,897,683.56,2963,1,NA,NA,NA,NA,"T393_94_03107","Rr4_02306","CG47_01585","Ni1_05175","T60_94_03457","T267_94_03361","P86_93_03378","AB4_03700","CG964_02703","CG49_03914"
